transaction_id,customer_id,product_id,quantity,transaction_date,category,price,total_amount
1340,424,88,1,2023-11-05,Sports,439.87,439.87
1341,248,57,3,2024-03-17,Electronics,51.48,154.44
1342,156,2,4,2024-11-30,Home,387.87,1551.48
1343,47,96,1,2024-06-07,Books,409.83,409.83
1344,423,62,3,2024-05-25,Books,347.85,1043.5500000000002
1345,454,88,1,2023-11-08,Sports,439.87,439.87
1346,201,9,4,2022-11-17,Electronics,262.29,1049.16
1347,148,68,4,2022-12-01,Home,435.11,1740.44
1348,124,81,1,2022-09-21,Books,28.86,28.86
1349,1,17,3,2024-05-14,Electronics,87.97,263.90999999999997
1350,456,50,3,2022-12-18,Books,74.13,222.39
1351,247,94,4,2023-11-07,Electronics,399.92,1599.68
1352,343,40,3,2024-07-07,Sports,493.38,1480.1399999999999
1353,128,58,4,2022-01-05,Books,337.94,1351.76
1354,191,75,3,2022-02-03,Sports,331.15,993.4499999999999
1355,67,85,4,2022-12-17,Sports,392.28,1569.12
1356,4,21,2,2023-08-06,Home,239.94,479.88
1357,442,18,3,2023-04-10,Sports,23.15,69.44999999999999
1358,409,55,3,2022-12-14,Electronics,338.35,1015.0500000000001
1359,303,29,3,2022-05-05,Clothing,33.26,99.78
1360,294,24,1,2022-12-23,Sports,294.75,294.75
1361,143,74,3,2023-06-11,Clothing,111.76,335.28000000000003
1362,191,17,1,2023-05-13,Electronics,87.97,87.97
1363,21,18,1,2022-02-22,Sports,23.15,23.15
1364,227,42,4,2022-05-29,Books,7.45,29.8
1365,313,84,1,2023-05-18,Sports,436.02,436.02
1366,117,45,1,2024-05-19,Clothing,434.62,434.62
1367,437,82,2,2022-08-07,Clothing,488.7,977.4
1368,302,17,3,2023-03-28,Electronics,87.97,263.90999999999997
1369,500,73,1,2022-03-24,Sports,339.87,339.87
1370,142,14,3,2024-01-08,Books,310.49,931.47
1371,484,49,1,2023-06-11,Books,335.1,335.1
1372,460,29,4,2023-02-08,Clothing,33.26,133.04
1373,401,95,2,2022-10-17,Electronics,220.61,441.22
1374,39,4,1,2023-02-24,Books,485.06,485.06
1375,393,82,3,2022-12-05,Clothing,488.7,1466.1
1376,355,20,4,2024-02-16,Clothing,333.58,1334.32
1377,252,47,3,2023-12-12,Books,260.22,780.6600000000001
1378,333,9,4,2024-09-13,Electronics,262.29,1049.16
1379,207,77,2,2024-08-16,Home,327.36,654.72
1380,210,79,4,2023-11-17,Books,330.63,1322.52
1381,115,27,3,2024-11-25,Books,60.4,181.2
1382,225,15,3,2023-01-08,Books,354.85,1064.5500000000002
1383,134,92,1,2024-09-20,Electronics,404.88,404.88
1384,251,19,4,2023-06-15,Home,369.52,1478.08
1385,219,90,3,2024-07-12,Books,166.88,500.64
1386,407,52,1,2022-01-23,Books,157.43,157.43
1387,443,26,2,2022-04-14,Home,106.89,213.78
1388,91,89,3,2022-08-29,Electronics,205.05,615.1500000000001
1389,354,26,1,2024-10-01,Home,106.89,106.89
1390,376,26,3,2024-06-21,Home,106.89,320.67
1391,46,46,4,2024-03-24,Sports,230.1,920.4
1392,38,92,1,2023-10-17,Electronics,404.88,404.88
1393,142,49,4,2024-02-22,Books,335.1,1340.4
1394,100,82,2,2022-11-03,Clothing,488.7,977.4
1395,328,96,4,2022-01-08,Books,409.83,1639.32
1396,190,53,1,2024-12-28,Books,353.82,353.82
1397,35,3,3,2023-07-29,Home,69.78,209.34
1398,147,66,1,2024-12-27,Clothing,251.1,251.1
1399,30,97,4,2024-06-30,Clothing,64.5,258.0
1400,334,42,4,2023-06-02,Books,7.45,29.8
1401,84,19,3,2024-11-20,Home,369.52,1108.56
1402,369,17,2,2023-04-28,Electronics,87.97,175.94
1403,281,33,1,2022-07-26,Home,65.44,65.44
1404,424,76,3,2023-10-31,Electronics,199.96,599.88
1405,344,49,3,2023-08-02,Books,335.1,1005.3000000000001
1406,270,56,3,2023-01-22,Home,485.11,1455.33
1407,154,63,1,2023-02-16,Clothing,419.87,419.87
1408,102,3,1,2024-06-09,Home,69.78,69.78
1409,215,49,1,2024-06-24,Books,335.1,335.1
1410,150,55,2,2024-08-20,Electronics,338.35,676.7
1411,432,26,3,2024-08-22,Home,106.89,320.67
1412,83,99,4,2022-05-20,Sports,7.85,31.4
1413,110,72,4,2022-10-27,Home,346.32,1385.28
1414,435,52,3,2024-11-02,Books,157.43,472.29
1415,387,100,4,2023-10-26,Sports,165.67,662.68
1416,426,7,2,2024-04-04,Clothing,41.38,82.76
1417,275,46,2,2023-02-04,Sports,230.1,460.2
1418,201,46,1,2024-09-18,Sports,230.1,230.1
1419,284,100,1,2022-05-29,Sports,165.67,165.67
1420,468,16,1,2022-11-03,Sports,87.69,87.69
1421,173,24,1,2024-12-19,Sports,294.75,294.75
1422,327,61,1,2023-03-11,Clothing,92.69,92.69
1423,206,54,4,2022-01-21,Clothing,104.92,419.68
1424,63,62,4,2024-05-24,Books,347.85,1391.4
1425,73,1,1,2023-01-17,Books,165.97,165.97
1426,251,49,2,2022-09-02,Books,335.1,670.2
1427,124,25,4,2023-11-29,Sports,434.79,1739.16
1428,375,10,2,2023-08-13,Books,171.82,343.64
1429,121,80,2,2023-01-25,Clothing,499.71,999.42
1430,275,16,3,2023-07-22,Sports,87.69,263.07
1431,431,58,3,2022-09-16,Books,337.94,1013.8199999999999
1432,500,72,1,2023-03-02,Home,346.32,346.32
1433,398,29,2,2024-10-26,Clothing,33.26,66.52
1434,120,92,4,2022-01-06,Electronics,404.88,1619.52
1435,422,6,3,2022-07-10,Clothing,121.84,365.52
1436,437,16,3,2022-05-28,Sports,87.69,263.07
1437,317,20,2,2023-02-09,Clothing,333.58,667.16
1438,164,80,3,2022-09-15,Clothing,499.71,1499.1299999999999
1439,424,71,3,2023-12-31,Books,465.82,1397.46
1440,465,78,4,2022-03-31,Clothing,57.76,231.04
1441,286,43,2,2024-04-03,Electronics,476.15,952.3
1442,265,26,3,2022-01-10,Home,106.89,320.67
1443,320,90,2,2024-04-17,Books,166.88,333.76
1444,161,78,3,2024-09-14,Clothing,57.76,173.28
1445,376,71,4,2023-09-17,Books,465.82,1863.28
1446,308,33,2,2022-01-30,Home,65.44,130.88
1447,89,26,3,2022-05-08,Home,106.89,320.67
1448,142,45,4,2023-02-25,Clothing,434.62,1738.48
1449,203,84,3,2024-12-14,Sports,436.02,1308.06
1450,309,63,2,2022-11-01,Clothing,419.87,839.74
1451,227,67,3,2023-06-30,Home,310.83,932.49
1452,489,52,2,2022-01-22,Books,157.43,314.86
1453,443,68,2,2023-01-26,Home,435.11,870.22
1454,334,26,3,2023-09-09,Home,106.89,320.67
1455,222,75,4,2022-05-29,Sports,331.15,1324.6
1456,41,2,1,2022-10-26,Home,387.87,387.87
1457,196,14,4,2022-06-21,Books,310.49,1241.96
1458,68,30,4,2022-02-16,Home,267.93,1071.72
1459,476,49,3,2023-09-18,Books,335.1,1005.3000000000001
1460,264,12,4,2022-07-26,Home,218.29,873.16
1461,2,90,4,2023-03-29,Books,166.88,667.52
1462,361,44,1,2024-07-13,Sports,321.36,321.36
1463,125,33,4,2024-01-24,Home,65.44,261.76
1464,110,13,1,2023-12-09,Clothing,128.11,128.11
1465,86,78,3,2024-10-05,Clothing,57.76,173.28
1466,425,88,1,2023-11-07,Sports,439.87,439.87
1467,120,98,2,2024-05-04,Home,274.52,549.04
1468,127,26,2,2024-02-22,Home,106.89,213.78
1469,255,21,1,2023-11-15,Home,239.94,239.94
1470,183,28,2,2024-08-20,Clothing,138.53,277.06
1471,16,48,3,2024-05-13,Sports,246.98,740.9399999999999
1472,477,100,2,2022-06-17,Sports,165.67,331.34
1473,62,40,1,2022-03-27,Sports,493.38,493.38
1474,369,66,3,2024-04-28,Clothing,251.1,753.3
1475,432,73,2,2024-12-10,Sports,339.87,679.74
1476,158,87,3,2023-03-18,Books,370.53,1111.59
1477,268,79,1,2022-09-28,Books,330.63,330.63
1478,35,77,2,2022-12-10,Home,327.36,654.72
1479,267,23,3,2023-05-18,Sports,403.81,1211.43
1480,64,81,3,2024-10-30,Books,28.86,86.58
1481,494,48,2,2023-05-09,Sports,246.98,493.96
1482,50,2,3,2022-09-01,Home,387.87,1163.6100000000001
1483,469,84,3,2022-09-24,Sports,436.02,1308.06
1484,255,20,1,2024-06-11,Clothing,333.58,333.58
1485,149,59,1,2022-07-20,Clothing,224.66,224.66
1486,325,46,1,2022-08-27,Sports,230.1,230.1
1487,304,3,1,2024-07-03,Home,69.78,69.78
1488,276,55,1,2024-08-26,Electronics,338.35,338.35
1489,357,12,1,2023-04-29,Home,218.29,218.29
1490,451,40,2,2022-09-03,Sports,493.38,986.76
1491,172,66,1,2024-10-28,Clothing,251.1,251.1
1492,417,100,3,2022-06-01,Sports,165.67,497.01
1493,201,78,2,2022-07-30,Clothing,57.76,115.52
1494,445,16,3,2023-01-02,Sports,87.69,263.07
1495,393,83,1,2024-08-01,Sports,206.42,206.42
1496,324,34,1,2022-03-27,Home,228.84,228.84
1497,35,44,3,2024-12-14,Sports,321.36,964.08
1498,465,6,3,2023-03-22,Clothing,121.84,365.52
1499,482,77,3,2023-09-12,Home,327.36,982.08
1500,216,64,4,2022-10-31,Clothing,472.58,1890.32
1501,480,100,4,2022-05-12,Sports,165.67,662.68
1502,65,22,4,2024-06-22,Books,422.86,1691.44
1503,8,18,4,2024-09-14,Sports,23.15,92.6
1504,301,12,2,2022-02-16,Home,218.29,436.58
1505,343,52,1,2024-01-27,Books,157.43,157.43
1506,431,94,3,2023-11-21,Electronics,399.92,1199.76
1507,424,51,1,2024-11-13,Books,19.84,19.84
1508,332,71,3,2023-11-18,Books,465.82,1397.46
1509,438,96,1,2024-02-25,Books,409.83,409.83
1510,76,48,2,2022-12-06,Sports,246.98,493.96
1511,174,19,4,2023-02-16,Home,369.52,1478.08
1512,47,6,1,2022-10-13,Clothing,121.84,121.84
1513,15,84,3,2024-04-29,Sports,436.02,1308.06
1514,361,27,1,2023-03-06,Books,60.4,60.4
1515,147,53,2,2022-01-31,Books,353.82,707.64
1516,26,48,2,2023-08-26,Sports,246.98,493.96
1517,308,7,1,2023-03-16,Clothing,41.38,41.38
1518,93,59,4,2024-09-11,Clothing,224.66,898.64
1519,406,69,3,2023-02-16,Clothing,287.45,862.3499999999999
1520,232,11,2,2023-06-12,Clothing,415.3,830.6
1521,21,15,2,2022-11-06,Books,354.85,709.7
1522,307,64,1,2024-08-06,Clothing,472.58,472.58
1523,38,3,2,2023-11-05,Home,69.78,139.56
1524,276,69,2,2023-03-13,Clothing,287.45,574.9
1525,157,23,3,2023-12-05,Sports,403.81,1211.43
1526,179,53,4,2023-10-25,Books,353.82,1415.28
1527,132,37,3,2022-12-31,Home,256.08,768.24
1528,311,9,4,2024-07-11,Electronics,262.29,1049.16
1529,455,15,3,2022-04-23,Books,354.85,1064.5500000000002
1530,348,3,1,2022-06-25,Home,69.78,69.78
1531,28,93,2,2024-07-24,Home,382.33,764.66
1532,260,70,4,2023-01-17,Sports,20.04,80.16
1533,406,17,1,2022-11-02,Electronics,87.97,87.97
1534,76,26,2,2023-08-25,Home,106.89,213.78
1535,429,21,2,2022-12-09,Home,239.94,479.88
1536,67,72,2,2022-06-05,Home,346.32,692.64
1537,342,21,3,2023-12-13,Home,239.94,719.8199999999999
1538,492,11,1,2024-12-14,Clothing,415.3,415.3
1539,194,38,1,2023-02-07,Home,25.58,25.58
1540,472,72,2,2023-09-06,Home,346.32,692.64
1541,162,88,4,2024-03-07,Sports,439.87,1759.48
1542,347,35,1,2023-09-15,Books,467.27,467.27
1543,439,14,3,2023-08-26,Books,310.49,931.47
1544,361,14,4,2022-06-26,Books,310.49,1241.96
1545,257,10,4,2023-03-25,Books,171.82,687.28
1546,72,12,4,2024-01-13,Home,218.29,873.16
1547,87,38,4,2022-10-28,Home,25.58,102.32
1548,422,34,1,2023-12-08,Home,228.84,228.84
1549,262,41,2,2022-11-03,Electronics,482.73,965.46
1550,214,10,4,2024-01-21,Books,171.82,687.28
1551,153,17,3,2024-05-18,Electronics,87.97,263.90999999999997
1552,210,17,3,2022-08-02,Electronics,87.97,263.90999999999997
1553,401,67,2,2023-04-28,Home,310.83,621.66
1554,61,62,1,2024-12-26,Books,347.85,347.85
1555,268,95,2,2022-05-13,Electronics,220.61,441.22
1556,262,1,4,2023-05-27,Books,165.97,663.88
1557,218,12,1,2022-07-30,Home,218.29,218.29
1558,283,4,1,2024-09-14,Books,485.06,485.06
1559,136,42,4,2024-09-13,Books,7.45,29.8
1560,467,13,3,2023-12-18,Clothing,128.11,384.33000000000004
1561,380,98,4,2022-09-10,Home,274.52,1098.08
1562,362,85,2,2022-02-07,Sports,392.28,784.56
1563,449,86,4,2024-12-02,Electronics,285.67,1142.68
1564,441,4,3,2023-09-21,Books,485.06,1455.18
1565,93,82,4,2024-09-13,Clothing,488.7,1954.8
1566,109,69,2,2022-02-15,Clothing,287.45,574.9
1567,241,19,2,2022-11-01,Home,369.52,739.04
1568,355,2,3,2022-08-21,Home,387.87,1163.6100000000001
1569,424,12,2,2022-09-02,Home,218.29,436.58
1570,142,81,2,2024-01-30,Books,28.86,57.72
1571,291,74,4,2024-04-18,Clothing,111.76,447.04
1572,432,98,1,2022-06-07,Home,274.52,274.52
1573,237,6,2,2024-10-21,Clothing,121.84,243.68
1574,340,8,2,2022-08-05,Home,89.03,178.06
1575,312,51,3,2024-07-16,Books,19.84,59.519999999999996
1576,177,11,3,2023-05-22,Clothing,415.3,1245.9
1577,141,63,4,2024-01-31,Clothing,419.87,1679.48
1578,189,57,4,2024-06-22,Electronics,51.48,205.92
1579,486,12,2,2023-08-04,Home,218.29,436.58
1580,49,73,1,2024-11-19,Sports,339.87,339.87
1581,302,2,1,2023-09-19,Home,387.87,387.87
1582,369,8,4,2023-06-04,Home,89.03,356.12
1583,190,11,3,2022-10-02,Clothing,415.3,1245.9
1584,136,53,2,2023-05-07,Books,353.82,707.64
1585,43,100,2,2024-04-06,Sports,165.67,331.34
1586,404,10,1,2024-08-08,Books,171.82,171.82
1587,380,85,4,2024-07-14,Sports,392.28,1569.12
1588,353,84,1,2024-04-26,Sports,436.02,436.02
1589,90,8,1,2024-11-25,Home,89.03,89.03
1590,295,36,4,2024-12-03,Clothing,161.5,646.0
1591,341,93,3,2022-02-08,Home,382.33,1146.99
1592,245,76,2,2022-08-27,Electronics,199.96,399.92
1593,433,14,3,2024-11-02,Books,310.49,931.47
1594,192,54,4,2022-05-02,Clothing,104.92,419.68
1595,318,85,4,2022-05-24,Sports,392.28,1569.12
1596,106,86,2,2023-11-15,Electronics,285.67,571.34
1597,363,21,3,2023-03-31,Home,239.94,719.8199999999999
1598,310,50,2,2023-01-03,Books,74.13,148.26
1599,382,94,1,2024-01-29,Electronics,399.92,399.92
1600,233,39,1,2022-09-04,Sports,78.43,78.43
1601,265,20,1,2024-07-11,Clothing,333.58,333.58
1602,344,88,3,2024-12-04,Sports,439.87,1319.6100000000001
1603,37,87,1,2024-02-04,Books,370.53,370.53
1604,305,7,2,2023-01-10,Clothing,41.38,82.76
1605,41,9,3,2022-07-26,Electronics,262.29,786.8700000000001
1606,17,1,2,2023-06-03,Books,165.97,331.94
1607,344,26,4,2022-08-30,Home,106.89,427.56
1608,277,38,3,2024-03-29,Home,25.58,76.74
1609,307,38,2,2022-10-29,Home,25.58,51.16
1610,59,61,2,2023-12-02,Clothing,92.69,185.38
1611,423,44,3,2022-10-15,Sports,321.36,964.08
1612,183,86,4,2022-06-03,Electronics,285.67,1142.68
1613,41,44,3,2023-02-27,Sports,321.36,964.08
1614,39,74,1,2024-04-29,Clothing,111.76,111.76
1615,397,62,1,2022-02-19,Books,347.85,347.85
1616,192,6,4,2023-07-18,Clothing,121.84,487.36
1617,267,17,2,2024-05-03,Electronics,87.97,175.94
1618,494,51,2,2024-06-01,Books,19.84,39.68
1619,147,38,2,2023-10-24,Home,25.58,51.16
1620,395,24,3,2023-07-19,Sports,294.75,884.25
1621,333,51,3,2022-08-01,Books,19.84,59.519999999999996
1622,127,10,4,2024-12-25,Books,171.82,687.28
1623,46,72,1,2024-03-21,Home,346.32,346.32
1624,45,21,2,2024-04-29,Home,239.94,479.88
1625,1,70,1,2024-05-30,Sports,20.04,20.04
1626,168,85,3,2024-12-24,Sports,392.28,1176.84
1627,108,57,3,2022-11-30,Electronics,51.48,154.44
1628,19,39,3,2022-02-01,Sports,78.43,235.29000000000002
1629,332,88,1,2024-05-17,Sports,439.87,439.87
1630,72,33,4,2024-06-16,Home,65.44,261.76
1631,456,59,4,2023-08-24,Clothing,224.66,898.64
1632,445,18,3,2024-09-14,Sports,23.15,69.44999999999999
1633,109,56,2,2023-08-22,Home,485.11,970.22
1634,268,92,1,2023-06-04,Electronics,404.88,404.88
1635,445,57,3,2024-05-18,Electronics,51.48,154.44
1636,240,96,1,2022-01-16,Books,409.83,409.83
1637,417,76,1,2022-10-10,Electronics,199.96,199.96
1638,301,48,4,2022-12-27,Sports,246.98,987.92
1639,90,42,3,2024-11-24,Books,7.45,22.35
1640,103,27,4,2022-04-23,Books,60.4,241.6
1641,476,74,3,2022-11-04,Clothing,111.76,335.28000000000003
1642,250,52,1,2024-08-16,Books,157.43,157.43
1643,453,42,4,2024-12-12,Books,7.45,29.8
1644,8,32,1,2024-04-13,Electronics,24.48,24.48
1645,153,26,3,2022-08-30,Home,106.89,320.67
1646,347,25,2,2022-01-31,Sports,434.79,869.58
1647,174,75,4,2023-12-05,Sports,331.15,1324.6
1648,343,23,4,2024-05-18,Sports,403.81,1615.24
1649,158,98,1,2022-08-21,Home,274.52,274.52
1650,493,57,1,2024-11-23,Electronics,51.48,51.48
1651,431,52,2,2024-08-08,Books,157.43,314.86
1652,215,87,4,2022-02-28,Books,370.53,1482.12
1653,177,93,3,2024-02-10,Home,382.33,1146.99
1654,175,31,3,2023-12-19,Sports,468.62,1405.8600000000001
1655,340,64,4,2022-10-29,Clothing,472.58,1890.32
1656,338,71,4,2024-03-13,Books,465.82,1863.28
1657,146,33,4,2024-06-15,Home,65.44,261.76
1658,450,85,2,2022-04-22,Sports,392.28,784.56
1659,324,2,3,2022-11-13,Home,387.87,1163.6100000000001
1660,478,18,3,2023-10-30,Sports,23.15,69.44999999999999
1661,161,47,1,2023-11-21,Books,260.22,260.22
1662,127,33,1,2022-01-18,Home,65.44,65.44
1663,420,98,4,2024-02-17,Home,274.52,1098.08
1664,82,84,1,2022-12-26,Sports,436.02,436.02
1665,485,35,2,2022-11-28,Books,467.27,934.54
1666,147,51,3,2023-06-12,Books,19.84,59.519999999999996
1667,239,18,3,2022-01-12,Sports,23.15,69.44999999999999
1668,412,88,1,2022-07-31,Sports,439.87,439.87
1669,424,72,4,2023-10-03,Home,346.32,1385.28
1670,84,30,1,2022-10-10,Home,267.93,267.93
1671,113,44,4,2024-02-19,Sports,321.36,1285.44
1672,225,53,2,2024-11-19,Books,353.82,707.64
1673,332,10,3,2024-10-29,Books,171.82,515.46
1674,378,87,2,2023-11-08,Books,370.53,741.06
1675,243,52,3,2023-12-06,Books,157.43,472.29
1676,143,49,2,2023-03-02,Books,335.1,670.2
1677,41,11,1,2023-08-14,Clothing,415.3,415.3
1678,423,66,2,2022-04-01,Clothing,251.1,502.2
1679,258,58,2,2023-04-01,Books,337.94,675.88
1680,447,90,1,2023-03-20,Books,166.88,166.88
1681,285,36,3,2022-03-20,Clothing,161.5,484.5
1682,105,33,3,2024-07-15,Home,65.44,196.32
1683,202,47,1,2022-04-13,Books,260.22,260.22
1684,450,13,2,2023-09-15,Clothing,128.11,256.22
1685,307,40,2,2024-09-16,Sports,493.38,986.76
1686,331,89,2,2022-08-22,Electronics,205.05,410.1
1687,461,68,4,2023-10-06,Home,435.11,1740.44
1688,266,42,3,2024-02-29,Books,7.45,22.35
1689,398,19,2,2023-01-22,Home,369.52,739.04
1690,210,82,3,2024-04-26,Clothing,488.7,1466.1
1691,51,94,2,2022-02-07,Electronics,399.92,799.84
1692,118,19,1,2022-08-29,Home,369.52,369.52
1693,201,58,1,2024-11-15,Books,337.94,337.94
1694,377,23,3,2023-07-16,Sports,403.81,1211.43
1695,39,54,3,2024-03-16,Clothing,104.92,314.76
1696,28,80,1,2022-10-25,Clothing,499.71,499.71
1697,259,65,4,2024-03-15,Books,343.21,1372.84
1698,84,12,1,2022-06-03,Home,218.29,218.29
1699,454,24,2,2024-01-02,Sports,294.75,589.5
1700,155,34,4,2023-04-13,Home,228.84,915.36
1701,117,53,1,2022-02-18,Books,353.82,353.82
1702,2,8,4,2022-02-15,Home,89.03,356.12
1703,93,18,4,2024-02-19,Sports,23.15,92.6
1704,166,57,4,2022-03-23,Electronics,51.48,205.92
1705,387,5,3,2024-12-03,Books,229.63,688.89
1706,400,26,1,2024-08-12,Home,106.89,106.89
1707,350,30,3,2022-09-30,Home,267.93,803.79
1708,296,54,3,2023-01-29,Clothing,104.92,314.76
1709,258,13,2,2024-02-29,Clothing,128.11,256.22
1710,81,83,2,2023-08-18,Sports,206.42,412.84
1711,425,29,4,2022-02-27,Clothing,33.26,133.04
1712,268,3,4,2023-07-19,Home,69.78,279.12
1713,419,90,2,2022-01-01,Books,166.88,333.76
1714,235,58,2,2022-08-04,Books,337.94,675.88
1715,321,76,1,2024-02-05,Electronics,199.96,199.96
1716,311,2,4,2023-11-02,Home,387.87,1551.48
1717,301,75,4,2023-05-26,Sports,331.15,1324.6
1718,463,28,2,2024-07-03,Clothing,138.53,277.06
1719,474,82,1,2022-04-05,Clothing,488.7,488.7
1720,357,77,2,2023-05-08,Home,327.36,654.72
1721,213,86,2,2024-02-04,Electronics,285.67,571.34
1722,62,76,3,2024-10-18,Electronics,199.96,599.88
1723,49,2,4,2022-05-30,Home,387.87,1551.48
1724,127,7,1,2024-11-12,Clothing,41.38,41.38
1725,223,26,3,2024-01-26,Home,106.89,320.67
1726,409,90,4,2023-02-03,Books,166.88,667.52
1727,279,88,2,2023-02-14,Sports,439.87,879.74
1728,408,76,1,2022-05-11,Electronics,199.96,199.96
1729,294,16,4,2024-05-04,Sports,87.69,350.76
1730,284,23,2,2022-05-28,Sports,403.81,807.62
1731,277,40,3,2023-01-16,Sports,493.38,1480.1399999999999
1732,438,60,1,2023-07-06,Sports,434.73,434.73
1733,107,73,4,2022-10-22,Sports,339.87,1359.48
1734,146,32,3,2023-04-01,Electronics,24.48,73.44
1735,420,15,2,2022-06-18,Books,354.85,709.7
1736,99,13,2,2023-12-11,Clothing,128.11,256.22
1737,429,5,4,2022-02-06,Books,229.63,918.52
1738,375,75,2,2022-08-19,Sports,331.15,662.3
1739,73,74,1,2022-09-11,Clothing,111.76,111.76
1740,437,52,4,2022-11-25,Books,157.43,629.72
1741,486,77,3,2024-09-06,Home,327.36,982.08
1742,122,41,4,2022-01-10,Electronics,482.73,1930.92
1743,30,53,4,2023-03-22,Books,353.82,1415.28
1744,188,50,3,2024-07-10,Books,74.13,222.39
1745,364,15,2,2024-04-15,Books,354.85,709.7
1746,354,7,3,2022-03-19,Clothing,41.38,124.14000000000001
1747,288,40,1,2022-07-12,Sports,493.38,493.38
1748,451,28,2,2023-02-05,Clothing,138.53,277.06
1749,195,32,4,2022-04-19,Electronics,24.48,97.92
1750,156,99,2,2024-03-02,Sports,7.85,15.7
1751,172,15,2,2022-09-20,Books,354.85,709.7
1752,335,100,1,2022-11-25,Sports,165.67,165.67
1753,41,85,2,2022-12-29,Sports,392.28,784.56
1754,63,70,2,2022-09-16,Sports,20.04,40.08
1755,23,65,2,2022-03-26,Books,343.21,686.42
1756,360,4,4,2022-11-04,Books,485.06,1940.24
1757,75,11,2,2022-09-19,Clothing,415.3,830.6
1758,48,26,3,2024-03-07,Home,106.89,320.67
1759,160,61,2,2023-09-23,Clothing,92.69,185.38
1760,313,37,1,2023-11-11,Home,256.08,256.08
1761,118,23,2,2024-05-14,Sports,403.81,807.62
1762,100,93,2,2022-11-20,Home,382.33,764.66
1763,380,85,4,2024-07-13,Sports,392.28,1569.12
1764,417,91,3,2023-12-28,Clothing,335.46,1006.3799999999999
1765,408,40,2,2024-09-04,Sports,493.38,986.76
1766,167,77,3,2022-08-05,Home,327.36,982.08
1767,290,23,1,2023-03-24,Sports,403.81,403.81
1768,440,16,4,2022-11-15,Sports,87.69,350.76
1769,156,94,3,2024-09-20,Electronics,399.92,1199.76
1770,421,61,4,2022-02-06,Clothing,92.69,370.76
1771,7,68,2,2024-01-01,Home,435.11,870.22
1772,196,80,1,2024-10-07,Clothing,499.71,499.71
1773,421,31,4,2024-11-23,Sports,468.62,1874.48
1774,56,53,2,2022-02-08,Books,353.82,707.64
1775,321,25,3,2022-07-28,Sports,434.79,1304.3700000000001
1776,193,44,1,2024-04-09,Sports,321.36,321.36
1777,47,12,1,2024-05-05,Home,218.29,218.29
1778,148,90,3,2024-06-17,Books,166.88,500.64
1779,275,97,3,2023-08-24,Clothing,64.5,193.5
1780,157,92,1,2024-01-30,Electronics,404.88,404.88
1781,202,9,4,2023-03-10,Electronics,262.29,1049.16
1782,444,12,1,2024-04-21,Home,218.29,218.29
1783,402,69,3,2022-02-01,Clothing,287.45,862.3499999999999
1784,476,54,4,2023-01-28,Clothing,104.92,419.68
1785,419,54,2,2024-06-28,Clothing,104.92,209.84
1786,427,28,1,2022-07-11,Clothing,138.53,138.53
1787,495,56,3,2022-09-27,Home,485.11,1455.33
1788,479,99,2,2024-01-08,Sports,7.85,15.7
1789,475,69,1,2022-03-18,Clothing,287.45,287.45
1790,126,98,1,2024-01-05,Home,274.52,274.52
1791,395,98,4,2024-06-02,Home,274.52,1098.08
1792,305,77,3,2022-10-11,Home,327.36,982.08
1793,369,58,2,2023-06-28,Books,337.94,675.88
1794,294,78,1,2023-10-11,Clothing,57.76,57.76
1795,64,75,4,2022-09-07,Sports,331.15,1324.6
1796,325,42,2,2022-04-05,Books,7.45,14.9
1797,392,38,2,2022-01-17,Home,25.58,51.16
1798,418,68,1,2022-04-27,Home,435.11,435.11
1799,176,53,2,2024-09-09,Books,353.82,707.64
1800,116,33,1,2022-11-29,Home,65.44,65.44
1801,440,71,4,2023-10-08,Books,465.82,1863.28
1802,204,56,4,2022-04-26,Home,485.11,1940.44
1803,486,72,2,2024-08-20,Home,346.32,692.64
1804,321,51,1,2024-04-26,Books,19.84,19.84
1805,31,74,3,2022-11-12,Clothing,111.76,335.28000000000003
1806,388,43,4,2024-03-20,Electronics,476.15,1904.6
1807,113,15,1,2023-01-07,Books,354.85,354.85
1808,365,38,1,2024-01-30,Home,25.58,25.58
1809,434,15,1,2024-05-26,Books,354.85,354.85
1810,325,5,2,2024-09-03,Books,229.63,459.26
1811,414,93,3,2022-06-05,Home,382.33,1146.99
1812,376,83,2,2023-09-06,Sports,206.42,412.84
1813,344,54,4,2024-11-02,Clothing,104.92,419.68
1814,443,51,2,2023-05-23,Books,19.84,39.68
1815,67,10,1,2023-04-10,Books,171.82,171.82
1816,75,12,2,2024-02-22,Home,218.29,436.58
1817,45,4,1,2024-03-14,Books,485.06,485.06
1818,260,95,3,2022-08-08,Electronics,220.61,661.83
1819,154,18,2,2022-01-15,Sports,23.15,46.3
1820,155,80,2,2022-04-27,Clothing,499.71,999.42
1821,430,36,2,2022-11-27,Clothing,161.5,323.0
1822,363,25,1,2022-02-25,Sports,434.79,434.79
1823,448,87,1,2022-11-04,Books,370.53,370.53
1824,475,76,2,2022-08-10,Electronics,199.96,399.92
1825,234,98,2,2024-03-07,Home,274.52,549.04
1826,51,36,3,2022-05-31,Clothing,161.5,484.5
1827,306,67,3,2022-04-22,Home,310.83,932.49
1828,262,9,4,2023-11-14,Electronics,262.29,1049.16
1829,315,61,3,2022-11-28,Clothing,92.69,278.07
1830,125,53,3,2024-06-11,Books,353.82,1061.46
